P03886	MT-ND1

	OR56B2P

	OR5D3P

	OR1S2

Q9H339	OR51B5

	OR51B5

	OR10S1

A6NK89	RASSF10

Q9UKS6	PACSIN3

	PACSIN3

Q5SZQ8	CELF3

	CELF3

	DDB2

	RIIAD1

A6NNX1	RIIAD1

Q92466	DDB2

Q96L91	EP400

	EP400

Q12906	ILF3

Q05655	PRKCD

Q9BYD2	MRPL9

	MRPL9

	ILF3

P51685	CCR8

	CCR8

	OAZ3

Q96DW6	SLC25A38

	SLC25A38

	NFKBID

O43497	CACNA1G

Q9UMX2	OAZ3

Q8NI38	NFKBID

Q96S65	CSRNP1

Q6UY18	LINGO4

Q8N1Q8	THEM5

Q702N8	XIRP1

	THEM5

Q5T1C6	THEM4

P49238	CX3CR1

	THEM4

	CX3CR1

P11117	ACP2

P60903	S100A10

	ACP2

Q8N3T1	GALNT15

	GALNT15

Q96FX2	DPH3

	CACNA1G

	OXNAD1

Q96HP4	OXNAD1

	ARHGEF1

Q92888	ARHGEF1

Q96CQ1	SLC25A36

	SLC25A36

	NR1H3

Q13133	NR1H3

Q15468	STIL

	IFT122

	STIL

Q5T750	C1orf68

Q9HBG6	IFT122

	ZGLP1

Q5T754	LCE1F

P0C6A0	ZGLP1

Q5T753	LCE1E

	LCE1E

Q5T752	LCE1D

Q9UBB6	NCDN

	NCDN

	ARFGAP2

Q6VUC0	TFAP2E

Q8N6H7	ARFGAP2

Q9NRL3	STRN4

P0DUB6	AMY1A

	AMY1A

	STRN4

Q8WZ42	TTN

P0DTE7	AMY1B

	AMY1B

P0DTE8	AMY1C

	AMY1C

	NPEPPS

O00429	DNM1L

	CBL

	DNM1L

Q96IR7	HPDL

Q8NG80	OR2L5

P22681	CBL

	TTN

	SLC3A2

P08195	SLC3A2

	FKRP

O75355	ENTPD3

	ENTPD3

Q9NR34	MAN1C1

	MAN1C1

Q9H9S5	FKRP

P50914	RPL14

	RPL14

Q9NZV5	SELENON

	SELENON

Q8N2I2	ZNF619

Q8N8X9	MAB21L3

	ZNF619

	ZNF620

Q15758	SLC1A5

Q6ZNG0	ZNF620

	SLC1A5

P58753	TIRAP

	TIRAP

P01579	IFNG

Q6ZSS3	ZNF621

Q9NPH9	IL26

	AP2S1

P55786	NPEPPS

	ZNF621

P53680	AP2S1

	MYO7B

Q9GZX6	IL22

Q6PIF6	MYO7B

	MDM1

Q4FZB7	KMT5B

	KMT5B

	RABEP1

P0DJD1	RGPD2

	HSD17B12

Q03828	EVX2

Q8TC05	MDM1

Q502X0	MORN2

	MORN2

O94856	NFASC

	NFASC

Q15276	RABEP1

Q53GQ0	HSD17B12

	ADGRF3

Q6ZTI6	RFLNA

	NUCB1

P09017	HOXC4

Q8IZF5	ADGRF3

Q00444	HOXC5

	C11orf96

Q02818	NUCB1

Q86UA6	RPAIN

Q9HAW8	UGT1A10

Q9H8M1	COQ10B

	COQ10B

	CNTN2

Q14151	SAFB2

	SMUG1

Q6ZP82	CCDC141

Q53HV7	SMUG1

	SAFB2

	CCDC141

	TINCR

Q6ZVZ8	ASB18

A0A2R8Y7D0	TINCR

	ASB18

Q4G0G5	SCGB2B2

Q07021	C1QBP

	C1QBP

	ASIC4

	ZNF181

Q96FT7	ASIC4

Q2M3W8	ZNF181

Q6IMI4	SULT6B1

	SULT6B1

Q9H6R0	DHX33

Q96M63	ODAD1

	ODAD1

P0DMW3	SMIM10L1

	DHX33

Q9GZP9	DERL2

	DERL2

Q149M9	NWD1

Q02246	CNTN2

	MIS12

O15528	CYP27B1

	CYP27B1

Q9H081	MIS12

P0DPE3	TMDD1

	NWD1

	SCN8A

Q8TAF7	ZNF461

Q5VXT5	SYPL2

	ZNF461

Q9Y6K1	DNMT3A

Q6IQ19	CCSAP

	DNMT3A

	ZNF850

A8MQ14	ZNF850

	ACTA1

P68133	ACTA1

Q49AA0	ZFP69

	RUVBL2

Q9Y230	RUVBL2

	MLPH

Q5T5D7	ZNF684

	NUP88

	ZNF684

Q9UQD0	SCN8A

Q6B0B8	TIGD3

Q99567	NUP88

Q9NX07	TRNAU1AP

Q6UXS9	CASP12

	ADAMTS10

Q9H324	ADAMTS10

	DHX40

Q9BV36	MLPH

Q8N4Z0	RAB42

	AMY2A

P04746	AMY2A

Q8IX18	DHX40

Q8TC94	ACTL9

	KCNN4

Q9BSF8	BTBD10

	BTBD10

Q9Y3E5	PTRH2

	PTRH2

O15554	KCNN4

P01270	PTH

P81277	PRLH

	RAB17

Q6UWN5	LYPD5

	LYPD5

Q9H0T7	RAB17

P35222	CTNNB1

Q8N7M2	ZNF283

	CTNNB1

	ZNF283

Q8WVX9	FAR1

	FAR1

P48065	SLC6A12

Q494X3	ZNF404

Q02386	ZNF45

Q07002	CDK18

	SLC6A12

	ZNF45

Q9UPY8	MAPRE3

	ZNF221

Q9UK13	ZNF221

	CDK18

Q00610	CLTC

	CLTC

	MAPRE3

Q9NSD5	SLC6A13

Q9BYE2	TMPRSS13

	ZNF155

Q12901	ZNF155

Q6ZVE7	GOLT1A

	SLC6A13

	TMPRSS13

Q5EBL2	ZNF628

	ZNF628

A6NLU0	RFPL4A

	TMEM214

Q9BQB4	SOST

	ZNF93

P51452	DUSP3

	DUSP3

P35789	ZNF93

Q9Y2H5	PLEKHA6

	PLEKHA6

B2RV13	CFAP97D1

	CFAP97D1

	DPF2

	ZNF682

Q92785	DPF2

O95780	ZNF682

Q6NUQ4	TMEM214

Q8NCN4	RNF169

	RNF169

	ZNF90

	AGBL5

Q03938	ZNF90

P29375	KDM5A

	KDM5A

	SPCS2

	MPP3

Q96H40	ZNF486

Q96C45	ULK4

	ZNF486

Q13368	MPP3

	ULK4

P0CJ78	ZNF865

	GNG14

Q15005	SPCS2

A0A1W2PPG7	GNG14

Q8NDL9	AGBL5

	ZNF526

Q5SVZ6	ZMYM1

Q8TF50	ZNF526

	ZMYM1

Q9UQ49	NEU3

	NEU3

Q9BR77	CCDC77

	FCGBP

P0C6T2	OST4

	CCDC77

Q6UXG3	CD300LG

	CD300LG

Q8N9R6	CDRT4

Q5VVC0	C1orf146

Q8NCY6	MSANTD4

	MSANTD4

	C1orf146

	TVP23C-CDRT4

Q9Y6C2	EMILIN1

	EMILIN1

Q8NAB2	KBTBD3

	KBTBD3

Q86X55	CARM1

	CARM1

	AASDHPPT

Q96SE0	ABHD1

Q9NRN7	AASDHPPT

	ABHD1

Q96ET8	TVP23C

	TVP23C

	LDLR

Q92990	GLMN

	GLMN

Q9HCU5	PREB

	PREB

	TRAK1

Q8IXW5	RPAP2

Q53SZ7	PRR30

P01130	LDLR

	PRR30

Q9UPV9	TRAK1

Q7RTU1	TCF23

P35711	SOX5

	SOX5

Q8NGY0	OR10X1

Q8NH04	OR2T27

	OR6K3

Q8NGY3	OR6K3

P06307	CCK

Q96NG5	ZNF558

P41218	MNDA

	MNDA

	OR10J3

Q8NHC5	OR14A16

Q8NGX0	OR11L1

Q96KX0	LYZL4

Q8WWY6	MBD3L1

Q8NG06	TRIM58

Q7Z3T1	OR2W3

Q8NGZ0	OR2AJ1

Q8NGY9	OR2L8

Q8NGX8	OR6Y1

Q8WXI7	MUC16

P20382	PMCH

P17040	ZSCAN20

	EPHA6

Q9Y289	SLC5A6

A3KFT3	OR2M5

Q96R28	OR2M2

	MYOC

	SLC5A6

	SPACA6

W5XKT8	SPACA6

P05019	IGF1

Q99972	MYOC

	GABRD

Q9UF33	EPHA6

Q92686	NRGN

	DPRX

A6NFQ7	DPRX

Q96IQ7	VSIG2

Q68DQ2	CRYBG3

	CRYBG3

Q96AP7	ESAM

O14764	GABRD

	ESAM

Q6P1R3	MSANTD2

	MSANTD2

Q8IUF8	RIOX2

	ZBTB17

	RIOX2

	OR5AC1

Q9NZP5	OR5AC2

Q8NGV7	OR5H2

A6NMS3	OR5K4

A6NET4	OR5K3

Q13105	ZBTB17

P27708	CAD

	CAD

A6NDS4	TBC1D3B

Q96MS0	ROBO3

	ROBO3

P16619	CCL3L3

Q8NEQ6	SRARP

Q99726	SLC30A3

	SLC30A3

	HSPB7

Q9UBY9	HSPB7

	DNAJC5G

Q8N7S2	DNAJC5G

P21579	SYT1

	SYT1

Q9BYV2	TRIM54

P55089	UCN

P13805	TNNT1

	TNNT1

P51800	CLCNKA

P39210	MPV17

Q86XL3	ANKLE2

Q8WZ75	ROBO4

Q96AQ9	FAM131C

	MPV17

A6NH00	OR2T8

	ROBO4

	ANKLE2

Q96C19	EFHD2

	EFHD2

	CTRC

P19429	TNNI3

	TNNI3

	CCDC15

Q99895	CTRC

	CHD3

Q96HS1	PGAM5

Q0P6D6	CCDC15

	PGAM5

Q12873	CHD3

Q8NGZ6	OR6F1

	HEPACAM

Q14CZ8	HEPACAM

Q8NGZ2	OR14K1

Q8N9W5	DNAAF3

	OR9H1P

Q8NGX5	OR10K1

Q8NG77	OR2T12

Q8NG76	OR2T33

	API5

Q96BR9	ZBTB8A

P30531	SLC6A1

	ZBTB8A

	DNAAF3

	SLC6A1

	ZBTB8OS

Q8IWT0	ZBTB8OS

O00445	SYT5

Q9BZZ5	API5

	SYT5

Q15858	SCN9A

P01111	NRAS

	SCN9A

Q9BRV8	SIKE1

Q8NH02	OR2T29

Q8TCJ2	STT3B

	OR4F5

Q6UW56	ATRAID

Q9HD43	PTPRH

	ATRAID

Q5TZ20	OR2G6

Q8N661	TMEM86B

Q8NGZ3	OR13G1

	OSBPL10

Q15619	OR1C1

	TTC17

	STK11

Q8NG83	OR2M3

Q96AE7	TTC17

Q15831	STK11

Q8NGZ9	OR2T10

Q8NGY5	OR6N1

Q9BXB5	OSBPL10

Q8NH01	OR2T11

Q8NGY1	OR10Z1

Q96Q45	TMEM237

	TMEM237

	TLE6

	OR52P1

	ARL6IP6

A6NHJ4	ZNF860

	TCP11L1

Q8N6S5	ARL6IP6

	GPD1L

P02549	SPTA1

	POC1B

Q9H808	TLE6

Q9NUJ3	TCP11L1

Q8TC44	POC1B

Q8N335	GPD1L

	CSTF3

	POC1B-GALNT4

Q8N4A0	GALNT4

Q12996	CSTF3

P10606	COX5B

Q8TD46	CD200R1

	CD200R1

O95218	ZRANB2

P42025	ACTR1B

Q04725	TLE2

Q8N3Z3	GTPBP8

	TLE2

	GTPBP8

A0A1B0GVN3	C2orf92

Q6NW34	NEPRO

P20020	ATP2B1

	ATP2B1

Q9H422	HIPK3

	HIPK3

	MFSD12

Q15842	KCNJ8

	NEPRO

	KCNJ8

Q6NUT3	MFSD12

Q96G01	BICD1

	KIAA1549L

Q8N2N9	ANKRD36B

Q6ZVL6	KIAA1549L

	CERS2

P25791	LMO2

	BICD1

Q96G23	CERS2

Q8IYP9	ZDHHC23

	ZDHHC23

	ZEB2

O76027	ANXA9

Q8NCU4	CCDC191

	CCDC191

Q14246	ADGRE1

Q86TP1	PRUNE1

	PRUNE1

	ADGRE1

Q14444	CAPRIN1

	QTRT2

Q12860	CNTN1

	CNTN1

	CAPRIN1

Q9H974	QTRT2

A0A1B0GVZ6	MBD3L2B

	TSPAN11

Q7Z465	BNIPL

	BNIPL

A1L157	TSPAN11

Q9BUN1	C1orf56

	DRD3

P35462	DRD3

Q9NRR8	CDC42SE1

Q13015	MLLT11

	TMCC1

Q5VY09	IER5

	SLC25A44

Q96H78	SLC25A44

O94876	TMCC1

	FH

P07954	FH

P52272	HNRNPM

Q9H0A0	NAT10

	HNRNPM

	TRH

	FMNL1

P20396	TRH

O60315	ZEB2

O95466	FMNL1

	NAT10

	OR8G2P

	ANGPTL8

Q6UXH0	ANGPTL8

O15229	KMO

	DDX11

	KMO

	ANKLE1

	ANKRD36C

Q9H1Y3	OPN3

	OPN3

	TRPC1

P48995	TRPC1

P26374	CHML

	CHML

Q8NAG6	ANKLE1

Q5JPF3	ANKRD36C

Q96I13	ABHD8

	ABHD8

	MRPL34

Q9BQ48	MRPL34

Q9NVI7	ATAD3A

	RPSA

	ATAD3A

Q8IZY5	BLID

Q9BW61	DDA1

P08865	RPSA

Q9NP77	SSU72

Q8TDX5	ACMSD

	ANO8

Q9HCE9	ANO8

Q96FC9	DDX11

P58401	NRXN2

	MIB2

	TNK2

Q56UN5	MAP3K19

	MAP3K19

Q969Y2	GTPBP3

	GTPBP3

	SGSH

P51688	SGSH

	NRXN2

	RAB3GAP1

Q9P2S2	NRXN2

Q15042	RAB3GAP1

	PLVAP

	SLC26A11

Q9BX97	PLVAP

A0A1B0GVG4	CCDC194

Q07912	TNK2

A6NGG8	PCARE

Q53RD9	FBLN7

	FBLN7

	MVB12A

Q8N5P1	ZC3H8

Q96AX9	MIB2

Q12918	KLRB1

Q96EY5	MVB12A

Q86WA9	SLC26A11

Q01118	SCN7A

	SLC27A1

	TFRC

	SCN7A

P41219	PRPH

Q6PCB7	SLC27A1

P02786	TFRC

	PRPH

Q9UBE8	NLK

	NLK

	BCL9

O00512	BCL9

	SPATS2

	EXO1

	ZNF875

	PSMC5

Q86XZ4	SPATS2

P10072	ZNF875

Q9UQ84	EXO1

P62195	PSMC5

	ZNF571

Q7Z3V5	ZNF571

	MLF1

A8MW95	BECN2

Q9BXW4	MAP1LC3C

P32856	STX2

	STX2

B1ANS9	WDR64

	WDR64

Q96RD2	OR52B2

P58340	MLF1

Q6IF63	OR52W1

	SIRT4

Q8N5U0	C11orf42

Q9Y6E7	SIRT4

Q3B8N2	LGALS9B

P04054	PLA2G1B

	PLA2G1B

	LGALS9B

Q8N7M0	DYNLT5

	DYNLT5

Q8N612	FHIP1B

O43347	MSI1

	FHIP1B

	MSI1

	CNGA4

Q8IV77	CNGA4

	SRSF9

	CATSPERG

Q13242	SRSF9

	CCKBR

Q5VTH9	DNAI4

	DNAI4

P32239	CCKBR

Q6ZRH7	CATSPERG

Q96RP9	GFM1

	GFM1

	FZD10

Q9ULW2	FZD10

	LXN

Q9BS40	LXN

	PRIM1

P49642	PRIM1

	TRNT1

Q96Q11	TRNT1

	AEBP2

Q6ZN18	AEBP2

Q06278	AOX1

	AOX1

O00213	APBB1

Q9H1K0	RBSN

	PLEKHA5

	RBSN

	APBB1

Q9HAU0	PLEKHA5

	BZW1

Q8TDF6	RASGRP4

	CHRDL2

Q96N46	TTC14

Q7L1Q6	BZW1

	TTC14

Q96A58	RERG

	RERG

	CCDC39

	PHLDA1

Q8WV24	PHLDA1

	FBXO27

Q9UFE4	CCDC39

Q8NI29	FBXO27

Q6WN34	CHRDL2

Q9H765	ASB8

P53539	FOSB

	ASB8

	SGIP1

	FOSB

Q9BQI5	SGIP1

Q96DA6	DNAJC19

	DNAJC19

Q10981	FUT2

Q52MB2	CCDC184

Q96N77	ZNF641

	XRRA1

	ZNF641

	SHMT1

	FXR1

	USP29

Q9HBJ7	USP29

Q96PE6	ZIM3

A6NLW8	DUXA

Q6P2D8	XRRA1

O43296	ZNF264

	ZNF264

Q14739	LBR

	LBR

Q9UQB9	AURKC

	AURKC

P51114	FXR1

Q5CZA5	ZNF805

	DGAT2

Q8N3C7	CLIP4

Q14592	ZNF460

	CLIP4

	ZNF460

Q08ER8	ZNF543

Q96PD7	DGAT2

Q9HCX3	ZNF304

	ZNF304

	ZNF547

	TRIM66

Q8IVP9	ZNF547

P0DI82	TRAPPC2B

	HHLA2

	GPR179

Q8NEK5	ZNF548

	ZNF548

P25024	CXCR1

Q6VVX0	CYP2R1

	CYP2R1

Q13683	ITGA7

Q0VDD8	DNAH14

	ITGA7

P17021	ZNF17

Q9UM44	HHLA2

	ZNF17

	ARPC2

	CALCA

P06881	CALCA

P56856	CLDN18

P01258	CALCA

	DNAH14

	CLDN18

Q8NGE0	OR10AD1

O15144	ARPC2

Q75WM6	H1-7

Q8IYY4	DZIP1L

	DZIP1L

A2VCK2	DCDC2B

Q9UNA3	A4GNT

Q8TDU6	GPBAR1

Q9UK59	DBR1

	DBR1

O43781	DYRK3

P07992	ERCC1

	ERCC1

	DYRK3

Q9UNG2	TNFSF18

Q9P2G4	MAP10

Q7Z2D5	PLPPR4

	RIMBP2

O15034	RIMBP2

P78344	EIF4G2

	TRIM67

Q13685	AAMP

Q6ZTA4	TRIM67

	AAMP

P50570	DNM2

	EIF4G2

	FPGT

	DNM2

O14772	FPGT

Q8IUR5	TMTC1

	TMTC1

Q3ZCV2	LEXM

Q5VT52	RPRD2

Q6IF82	OR4A47

Q9Y5Q6	INSL5

Q15973	ZNF124

Q969X1	TMBIM1

P11169	SLC2A3

	SLC2A3

	ZNF124

Q8NGX9	OR6P1

	TMBIM1

Q96M43	NBPF4

P14921	ETS1

	NBPF4

H0Y354	FAM72C

	FAM72C

Q6PXP3	SLC2A7

Q8NGY2	OR6K2

Q5TA78	LCE4A

	ETS1

Q8TDY3	ACTRT2

	SLC11A1

Q5SZI1	LDLRAD2

P13987	CD59

	CD59

P49279	SLC11A1

P98160	HSPG2

Q8IUR7	ARMC8

	HSPG2

	NCOR2

	VIL1

Q9Y618	NCOR2

	ARMC8

P08861	CELA3B

	CELA3B

P09327	VIL1

P09093	CELA3A

	CELA3A

Q9H9L4	KANSL2

Q8N490	PNKD

	KANSL2

P01344	IGF2

	PNKD

Q86XW9	NME9

P56705	WNT4

	WNT4

	NME9

O60563	CCNT1

Q6ZWK4	RHEX

	RHEX

Q7Z7H3	CATIP

P47901	AVPR1B

	ANKS1B

	LMCD1

Q9Y5Z6	B3GALT1

Q9NZU5	LMCD1

Q5TYM5	FAM72A

	FAM72A

O43493	TGOLN2

Q9Y2M2	SSUH2

Q6NUM9	RETSAT

	SSUH2

Q93050	ATP6V0A1

	ATP6V0A1

P56539	CAV3

O75044	SRGAP2

P30559	OXTR

	OXTR

	SRGAP2

Q7Z6G8	ANKS1B

	TOP2B

	ELMOD3

Q9Y2Y6	TMEM98

Q96FG2	ELMOD3

	TMEM98

Q14164	IKBKE

	IKBKE

P30301	MIP

Q8WW59	SPRYD4

Q8IXA5	SPACA3

Q8WWW0	RASSF5

	SPACA3

	RASSF5

	CAPG

	EIF2D

P41214	EIF2D

	GLS2

Q02880	TOP2B

P40121	CAPG

Q15700	DLG2

Q9UI32	GLS2

	DLG2

Q5TZA2	CROCC

	CROCC

P31153	MAT2A

	VAMP8

Q86V25	VASH2

Q15434	RBMS2

Q9BV40	VAMP8

	RBMS2

	VASH2

O95183	VAMP5

	RNF181

Q9P0P0	RNF181

Q14789	GOLGB1

Q6IPT4	CYB5RL

	GOLGB1

	SMARCA4

	CYB5RL

	LMNTD1

Q86TG1	TMEM150A

Q8NEV8	EXPH5

Q8N9Z9	LMNTD1

Q15078	CDK5R1

	EXPH5

	CDK5R1

	ATXN7L2

P51532	SMARCA4

Q5T6C5	ATXN7L2

	TMEM150A

Q7Z4H8	POGLUT3

	POGLUT3

Q8N0S6	CENPL

Q2KHT4	GSG1

	GSG1

O94832	MYO1D

	MYO1D

Q96IT1	ZNF496

	POLA2

	USP39

	ACVRL1

P37023	ACVRL1

Q9NQ48	LZTFL1

Q14181	POLA2

Q53GS9	USP39

P0DW85	H2BN1

	LZTFL1

Q5R372	RABGAP1L

Q9P0U3	SENP1

Q6UWV2	MPZL3

	MYO15B

	MPZL3

	SENP1

Q2NKX9	C2orf68

	C2orf68

Q93075	TATDN2

	RABGAP1L

	TATDN2

P07988	SFTPB

	SFTPB

P07864	LDHC

	LDHC

	GNLY

P22749	GNLY

	SEC61A1

P61619	SEC61A1

	SLC38A11

Q08AI6	SLC38A11

B7ZAP0	RABGAP1L

	SH2D6

	AMPD1

Q7Z4S9	SH2D6

P23109	AMPD1

	UBE2U

Q5VVX9	UBE2U

Q93033	CD101

Q5T751	LCE1C

	LCE1C

	H3-7

Q5TEC6	H3-7

	EIF4E2

Q92614	MYO18A

O60573	EIF4E2

Q9BXD5	NPL

Q8WUX2	CHAC2

	NPL

O95800	GPR75

P08237	PFKM

	PFKM

	MYO18A

P14653	HOXB1

P14652	HOXB2

P14651	HOXB3

	HOXB3

Q14997	PSME4

P17483	HOXB4

P09067	HOXB5

P17509	HOXB6

	PSME4

	PTMS

P20962	PTMS

P09629	HOXB7

	HOXB8

P17481	HOXB8

P18754	RCC1

P17482	HOXB9

	RCC1

P29275	ADORA2B

	ERLEC1

	TARBP2

Q9UBG3	CRNN

Q5TCM9	LCE5A

Q9UGL9	CRCT1

Q5T5B0	LCE3E

Q9BYE3	LCE3D

	RAF1

Q96DZ1	ERLEC1

P04049	RAF1

	ZSWIM7

Q9UIF3	TEKT2

Q19AV6	ZSWIM7

	TEKT2

Q15633	TARBP2

Q9NX46	ADPRS

P25067	COL8A2

	COL8A2

	TRAPPC3

Q8IV61	RASGRP3

	TTC19

	RASGRP3

O43617	TRAPPC3

Q6DKK2	TTC19

	FAM98A

Q96A44	SPSB4

	SPSB4

	MAP7D1

	NCOR1

Q8NCA5	FAM98A

	SEC22A

O75376	NCOR1

Q96IW7	SEC22A

	HNF1A

Q15637	SF1

Q3KQU3	MAP7D1

	SF1

P20823	HNF1A

Q5T0B9	ZNF362

	ZNF362

U3KPV4	A3GALT2

O95622	ADCY5

	ADCY5

P06703	S100A6

	S100A6

Q16798	ME3

P26447	S100A4

P38435	GGCX

	ZNF384

Q96PB8	LRRC3B

	ME3

	LRRC3B

Q8TF68	ZNF384

	GGCX

P33764	S100A3

P29034	S100A2

	S100A2

Q7RTY8	TMPRSS7

Q96FQ6	S100A16

	TMPRSS7

Q96CT2	KLHL29

	KLHL29

Q9HCY8	S100A14

	NLRX1

Q99584	S100A13

Q9H2X0	CHRD

Q9BPW9	DHRS9

	S100A1

	DHRS9

P23297	S100A1

Q86UT6	NLRX1

O95295	SNAPIN

P17480	UBTF

	UBTF

A4FU49	SH3D21

Q9BY19	MS4A8

	SH3D21

	MS4A8

	CHRD

Q8N5U1	MS4A15

	MS4A15

Q7L7X3	TAOK1

	TAOK1

Q53SF7	COBLL1

Q96PG2	MS4A10

Q6WQI6	HEPN1

	KRAS

	COBLL1

Q8N2I9	STK40

P01116	KRAS

Q969L4	LSM10

	OSCP1

Q8N697	SLC15A4

	SLC15A4

P51116	FXR2

	FXR2

Q8WVF1	OSCP1

O95256	IL18RAP

	IL18RAP

Q96MS3	GLT1D1

Q9Y680	FKBP7

	FKBP7

Q15067	ACOX1

	ACOX1

P82914	MRPS15

	GLT1D1

Q9NVM1	EVA1B

	ASCL5

Q01826	SATB1

	ITGA6

Q496F6	CD300E

	CD300E

O43752	STX6

	SATB1

Q95460	MR1

	MR1

P23229	ITGA6

Q9Y3A6	TMED5

	TMED5

	RAB37

Q96AX2	RAB37

	CROCC2

H7BZ55	CROCC2

Q9UQR1	ZNF148

	ZNF148

	IL12A

P29459	IL12A

Q8TDQ1	CD300LF

Q8NBI6	XXYLT1

Q96CS7	PLEKHB2

	PLEKHB2

	XXYLT1

	CD300LF

Q8IZ52	CHPF

	CHPF

Q5T9S5	CCDC18

Q717R9	CYS1

O14745	NHERF1

Q09MP3	RAD51AP2

	NHERF1

	CCDC18

P46087	NOP2

Q96JF0	ST6GAL2

	ST6GAL2

Q15057	ACAP2

	TMEM269

	ACAP2

A0A1B0GVZ9	TMEM269

Q8N300	SVBP

Q9BTE0	NAT9

	MROH2A

	GORAB

A6NES4	MROH2A

Q5T7V8	GORAB

	NAT9

P0CW19	LIMS3

	LIMS3

P41236	PPP1R2

	PPP1R2

Q8WWC4	MAIP1

P43004	SLC1A2

	SLC1A2

	MAIP1

	NOP2

	KDM1A

Q7RTR8	TAS2R42

P05090	APOD

	APOD

	TMEM104

Q8NE00	TMEM104

O60341	KDM1A

Q5T7P3	LCE1B

Q9H0F7	ARL6

Q5T7P2	LCE1A

	NCKAP5L

A0A183	LCE6A

	ARL6

P49901	SMCP

Q14957	GRIN2C

Q9HCH0	NCKAP5L

P07476	IVL

	GRIN2C

Q96PI1	SPRR4

Q9UBC9	SPRR3

	DTNB

Q9HBL6	LRTM1

	SPRR3

Q7Z5W3	BCDIN3D

P22528	SPRR1B

P22532	SPRR2D

P35326	SPRR2A

P35325	SPRR2B

	TMEM94

P22531	SPRR2E

Q96RM1	SPRR2F

Q9BYE4	SPRR2G

Q6UXH9	PAMR1

Q9BWQ8	FAIM2

	FAIM2

	PAMR1

Q8N126	CADM3

	CADM3

P30954	OR10J1

P12319	FCER1A

O60941	DTNB

Q5VTT5	MYOM3

Q12767	TMEM94

	MADD

Q8N6P7	IL22RA1

P41181	AQP2

	AQP2

Q8IU57	IFNLR1

	IFNLR1

P55064	AQP5

	AQP6

Q13520	AQP6

	RACGAP1

A6NMS7	LRRC37A

P78545	ELF3

	ELF3

Q9H0H5	RACGAP1

Q9HBX8	LGR6

	LGR6

	CACNA1D

Q01668	CACNA1D

P78348	ASIC1

P35236	PTPN7

	ASIC1

Q9HCR9	PDE11A

	PDE11A

	PTPN7

Q9UIW0	VAX2

	VAX2

Q96GM5	SMARCD1

	SMARCD1

Q9P2F8	SIPA1L2

	SIPA1L2

P15313	ATP6V1B1

	ATP6V1B1

	GPD1

P21695	GPD1

Q08170	SRSF4

	SRSF4

Q96I36	COX14

Q8N9V6	ANKRD53

	ANKRD53

Q5TGP6	MROH9

	MROH9

P31513	FMO3

	FMO3

Q8WXG6	MADD

Q8N5B7	CERS5

Q9UJ70	NAGK

	CERS5

	NAGK

	FMO2

Q99518	FMO2

	PEAR1

	MCEE

Q5VY43	PEAR1

Q96PE7	MCEE

	RASSF3

