Entry	PROSITE
Q96NB1	PS50896;
Q96NB2	
Q96NB3	PS00028;
Q96NC0	
Q96NE9	PS50057;
Q96NG3	PS50005;PS50293;
Q96NG5	PS50805;PS00028;PS50157;
Q96NH3	
Q96NI6	PS50835;PS51450;
Q96NL6	
Q96NL8	
Q96NM4	PS50118;
Q96NN9	PS51296;
Q96NR3	PS50156;
Q96NR8	
Q96NT0	
Q96NT3	
Q96NT5	PS50850;
Q96NU1	PS50105;
Q96NW4	PS50297;PS50088;PS51205;
Q96NW7	PS51450;PS50106;
Q96NX5	PS00107;PS50011;PS00108;
Q96NY7	PS50405;
Q96NY8	PS50835;
Q96NY9	
Q96NZ1	PS00658;PS50039;
Q96NZ8	PS00280;PS50279;PS50835;PS51465;PS50189;PS51390;
Q96NZ9	
Q96P09	PS01282;PS50143;PS50089;
Q96P11	PS51686;
Q96P16	PS51391;
Q96P20	PS50824;PS50837;
Q96P26	
Q96P31	PS50835;
Q96P44	PS50234;
Q96P47	PS50297;PS50088;PS50115;PS50003;PS51421;
Q96P48	PS50115;PS50003;PS50200;PS50238;PS50105;
Q96P53	PS00678;PS50082;PS50294;PS50178;
Q96P56	
Q96P63	PS00284;
Q96P65	PS00237;PS50262;
Q96P66	PS00237;PS50262;
Q96P70	PS50166;
Q96P71	PS51725;PS00018;PS50222;
Q96PB1	
Q96PB7	PS51132;
Q96PC2	
Q96PC3	PS00989;
Q96PC5	PS50002;
Q96PD2	PS01180;PS01285;PS50022;PS50820;
Q96PD4	
Q96PD5	
Q96PD6	
Q96PD7	
Q96PE1	PS00650;PS50227;PS50261;PS50221;PS50835;PS51450;
Q96PE3	PS50004;
Q96PE7	PS51819;
Q96PF1	PS00547;
Q96PF2	PS00107;PS50011;PS00108;
Q96PG8	
Q96PH1	PS00018;PS50222;PS51384;
Q96PH6	
Q96PJ5	PS50835;
Q96PK6	PS50102;
Q96PL5	PS50188;PS50835;
Q96PM5	PS51266;PS51270;PS50089;
Q96PM9	
Q96PN6	PS50125;
Q96PN7	PS51156;PS51293;PS00028;PS50157;
Q96PN8	PS00107;PS50011;
Q96PP8	PS51715;
Q96PP9	PS51715;
Q96PQ0	PS50093;
Q96PQ1	PS50835;
Q96PQ6	PS50805;PS00028;PS50157;
Q96PR1	
Q96PS8	PS00221;
Q96PU4	PS50053;PS51015;PS01359;PS50016;PS00518;PS50089;
Q96PU5	PS50004;PS50237;PS01159;PS50020;
Q96PU8	
Q96PV0	PS50004;PS50003;PS00509;PS50018;
Q96PV4	
Q96PV6	PS50250;
Q96PV7	
Q96PX1	PS50089;
Q96PX8	PS51450;
Q96PY5	PS51231;PS51444;PS51232;
Q96PY6	PS00107;PS50011;PS00108;
Q96PZ0	PS50984;PS01268;
Q96PZ2	
Q96PZ7	PS01180;PS50923;
Q96Q04	PS00107;PS50011;PS00109;
Q96Q05	
Q96Q06	
Q96Q07	PS50097;
Q96Q11	
Q96Q15	PS51189;PS51190;PS00916;PS50290;
Q96Q27	PS50297;PS50088;PS50225;
Q96Q35	
Q96Q40	PS00107;PS50011;PS00108;
Q96Q42	PS50010;PS00626;PS50012;PS51205;
Q96Q45	
Q96Q77	PS00018;PS50222;
Q96Q80	
Q96Q83	PS51471;
Q96Q89	PS00411;PS50067;
Q96Q91	
Q96QA5	
Q96QB1	PS50238;PS50848;
Q96QC0	PS51319;PS50103;
Q96QD8	
Q96QD9	
Q96QE2	PS50850;PS00216;PS00217;
Q96QE3	
Q96QE5	
Q96QF0	
Q96QF7	
Q96QG7	PS51339;
Q96QH2	PS50002;
Q96QI5	
Q96QK1	
Q96QP1	PS51158;
Q96QR8	
Q96QS3	PS00027;PS50071;PS50803;
Q96QS6	PS00107;PS50011;
Q96QT4	PS51158;
Q96QT6	PS50006;PS01359;PS50016;
Q96QU1	PS00232;PS50268;
Q96QU8	PS50166;
Q96QV1	PS00022;PS01186;PS50026;
Q96QV6	PS00046;
Q96QZ7	PS00856;PS50052;PS50106;PS01159;PS50020;
Q96R06	
Q96RD7	PS51013;
Q96RD9	PS50835;
Q96RE7	PS51457;PS50097;
Q96RE9	PS50805;PS00028;PS50157;
Q96RF0	PS50195;PS50002;
Q96RG2	PS50112;PS00107;PS50011;PS00108;
Q96RI0	PS00237;PS50262;
Q96RI1	PS51843;PS00031;PS51030;
Q96RI8	PS00237;PS50262;
Q96RJ3	
Q96RJ6	PS50888;
Q96RK0	PS50118;
Q96RK4	PS50005;PS50293;
Q96RL1	PS50330;PS51908;
Q96RL6	PS50835;PS00290;
Q96RL7	
Q96RN1	PS50801;
Q96RN5	
Q96RP3	
Q96RP7	
Q96RP9	PS00301;PS51722;
Q96RQ1	
Q96RQ3	PS50975;PS50979;PS00188;PS50968;PS00867;
Q96RQ9	
Q96RR1	PS51199;
Q96RR4	PS00107;PS50011;PS00108;
Q96RS0	
Q96RS6	PS51203;
Q96RT1	PS51450;PS50106;
Q96RT7	
Q96RT8	
Q96RU2	PS00972;PS00973;PS50235;
Q96RU3	PS51741;PS51860;PS50002;
Q96RU7	PS50011;
Q96RU8	PS50011;
Q96RW7	PS00010;PS01186;PS50026;PS01187;PS50835;PS50993;PS50092;
Q96RY7	PS50082;PS50294;
Q96S06	
Q96S15	PS00678;PS50082;PS50294;
Q96S16	PS51184;
Q96S21	PS51419;PS50225;
Q96S37	PS50850;
Q96S38	PS50011;PS50195;
Q96S42	PS00250;PS51362;
Q96S44	PS50011;PS00109;
Q96S52	
Q96S53	PS00107;PS50011;PS00109;
Q96S55	PS51908;
Q96S59	PS50188;PS50897;PS50896;
Q96S65	
Q96S66	
Q96S82	PS50030;PS50053;
Q96S94	
Q96S97	PS51225;
Q96S99	PS50003;PS50178;
Q96SB3	PS50106;
Q96SB4	PS00107;PS50011;PS00108;
Q96SB8	
Q96SC8	PS40000;PS50809;
Q96SD1	
Q96SF7	PS01283;PS01264;PS50252;
Q96SI1	
Q96SI9	PS50137;PS51703;
Q96SL1	
Q96SL4	PS00460;PS00763;PS51355;
Q96SN8	
Q96SQ5	PS50805;PS00028;PS50157;
Q96SQ7	PS50888;
Q96SQ9	PS00086;
Q96ST2	PS51319;
Q96ST3	PS51477;
Q96ST8	
Q96SU4	PS01013;PS50003;
Q96SW2	PS51788;PS51787;
Q96SZ4	PS50804;PS00028;PS50157;
Q96SZ5	
Q96SZ6	PS51449;PS01278;PS51918;PS50926;
Q96T21	
Q96T23	PS01359;PS50016;
Q96T37	PS50102;PS50917;
Q96T49	PS50297;PS50088;
Q96T51	PS50826;PS50178;
Q96T52	PS00761;
Q96T53	
Q96T54	
Q96T55	
Q96T58	PS50102;PS50917;
Q96T60	
Q96T66	
Q96T68	PS50982;PS50867;PS50280;
Q96T76	
Q96T83	
Q96T88	PS50053;PS51015;PS01359;PS50016;PS00518;PS50089;
Q96T91	PS01225;PS50277;
Q96TA1	PS50003;
Q96TA2	PS00674;
Q96TC7	
Q99062	PS50853;PS01353;
Q99075	PS00022;PS01186;PS50026;
Q99081	PS50888;
Q99102	PS50856;PS00022;PS50026;PS51220;PS51233;
Q99217	
Q99250	PS50096;
Q99259	PS00392;
Q99417	
Q99418	PS50003;PS50190;
Q99424	
Q99426	PS00845;PS50245;
Q99435	PS00010;PS00022;PS01186;PS50026;PS01187;PS01208;PS50184;
Q99436	PS00854;PS51476;
Q99437	
Q99439	PS01052;PS51122;PS50021;
Q99447	
Q99453	PS00027;PS50071;
Q99456	PS00226;PS51842;
Q99459	PS51294;
Q99460	
Q99466	PS50297;PS50088;PS00010;PS00022;PS01186;PS50026;PS01187;PS50258;
Q99467	PS51450;
Q99469	PS50002;PS00479;PS50081;
Q99471	
Q99487	PS00120;
Q99489	PS00677;
Q99490	PS50297;PS50088;PS50115;PS50003;PS51419;
Q99496	PS00518;PS50089;
Q99497	
Q99500	PS00237;PS50262;
Q99501	PS50021;PS51460;
Q99502	
Q99504	
Q99518	
Q99519	
Q99523	
Q99527	PS00237;PS50262;
Q99536	PS01162;
Q99538	
Q99541	
Q99542	PS51642;PS00142;
Q99543	PS00636;PS50076;PS51293;
Q99547	
Q99549	PS50297;PS50088;PS00598;PS50013;
Q99550	
Q99551	
Q99558	PS00107;PS50011;PS00108;
Q99567	
Q99569	PS50176;
Q99570	PS50077;PS50011;PS00108;PS00678;PS50082;PS50294;
Q99571	PS01212;
Q99572	PS01212;
Q99574	PS00284;
Q99575	
Q99576	PS01289;
Q99578	PS51421;
Q99581	PS00345;PS00346;PS50061;
Q99583	PS50888;
Q99584	
Q99590	PS00518;PS50089;
Q99592	PS50097;PS00028;PS50157;
Q99593	PS01283;PS01264;PS50252;
Q99594	PS00554;PS51088;
Q99595	
Q99598	
Q99607	PS00345;PS00346;PS50061;
Q99608	PS50838;
Q99611	
Q99612	PS00028;PS50157;
Q99613	PS50250;
Q99615	PS50076;PS50005;PS50293;
Q99616	PS00472;
Q99619	PS50188;PS50225;
Q99622	
Q99623	
Q99624	
Q99626	PS00027;PS50071;
Q99627	PS50250;
Q99633	
Q99638	
Q99640	PS00107;PS50011;PS00108;
Q99643	PS01000;PS01001;
Q99645	PS51450;
Q99650	PS50853;PS01353;
Q99653	PS50222;
Q99661	PS00411;PS50067;
Q99665	PS50853;PS01353;
Q99674	PS00018;PS50222;
Q99675	PS50089;
Q99677	PS00237;PS50262;
Q99683	PS00107;PS50011;PS00108;
Q99684	PS00028;PS50157;
Q99685	PS00120;
Q99687	PS50071;
Q99689	
Q99697	PS00027;PS50071;PS50803;
Q99698	PS50197;PS51783;PS00678;PS50082;PS50294;
Q99700	PS52002;
Q99704	PS51064;
Q99705	PS50262;
Q99706	
Q99707	PS50974;PS51332;PS51337;PS50970;PS50972;
Q99708	
Q99712	
Q99714	PS00061;
Q99715	PS50853;PS50234;
Q99717	PS51075;PS51076;
Q99719	PS51719;
Q99720	
Q99726	
Q99728	PS50297;PS50088;PS50172;PS00518;PS50089;
Q99729	PS50102;
Q99731	PS00472;
Q99732	PS51837;
Q99733	
Q99735	PS01297;
Q99741	
Q99743	PS50888;PS50112;
Q99747	
Q99748	PS51362;
Q99750	
Q99755	PS51455;
Q99757	PS00194;PS51352;
Q99758	PS00211;PS50893;
Q99759	PS51745;PS50011;
Q99766	
Q99767	PS50106;PS01179;
Q99784	PS00014;PS51132;
Q99788	PS00237;PS50262;
Q99795	PS50835;
Q99797	PS00142;
Q99798	PS00450;PS01244;
Q99801	PS00027;PS50071;
Q99807	
Q99808	
Q99814	PS50888;PS50112;
Q99816	PS51312;PS51322;
Q99828	PS00018;PS50222;
Q99829	PS50004;
Q99832	PS00750;PS00751;PS00995;
Q99835	PS50038;PS50261;
Q99836	PS50017;PS50104;
Q99848	
Q99853	PS00657;PS00658;PS50039;
Q99856	PS51011;PS51486;
Q99871	
Q99873	PS51678;
Q99877	PS00357;
Q99878	PS00046;
Q99879	PS00357;
Q99880	PS00357;
Q99884	PS00610;PS00754;PS50267;
Q99895	PS50240;PS00134;PS00135;
Q99909	PS50806;
Q99928	PS00236;
Q99929	PS50888;
Q99932	
Q99933	PS51035;PS50053;
Q99935	
Q99941	PS50217;PS00036;
Q99942	PS00518;PS50089;
Q99943	
Q99944	PS00010;PS00022;PS01186;PS50026;PS01187;PS51041;
Q99946	
Q99952	PS00383;PS50056;PS50055;
Q99956	PS50206;PS50056;PS50054;
Q99958	PS00657;PS00658;PS50039;
Q99959	PS50176;
Q99961	PS51021;PS50002;
Q99962	PS51021;PS50002;
Q99963	PS51021;PS50002;
Q99965	PS50215;PS00427;PS50214;
Q99966	
Q99967	
Q99969	
Q99972	PS51132;
Q99973	PS50837;PS51226;PS50988;PS00678;PS50082;PS50294;
Q99983	PS51450;
Q99985	PS50835;PS51004;
Q99986	PS00107;PS50011;PS00108;
Q99988	PS51362;
Q99990	
Q99996	
Q99999	
Q9BPU6	
Q9BPU9	PS51381;
Q9BPV8	PS00237;PS50262;
Q9BPW9	
Q9BPX1	PS00061;
Q9BPX3	
Q9BPX6	PS00018;PS50222;
Q9BPY8	PS50071;
Q9BPZ2	
Q9BPZ3	
Q9BPZ7	
Q9BQ04	PS50102;PS50158;
Q9BQ15	
Q9BQ16	PS51465;PS00484;PS51162;
Q9BQ24	PS50178;
Q9BQ31	
Q9BQ39	PS51192;PS51194;PS51195;
Q9BQ50	
Q9BQ51	PS50835;
Q9BQ52	
Q9BQ61	
Q9BQ65	
Q9BQ66	
Q9BQ67	PS00678;PS50082;PS50294;
Q9BQ69	PS51154;
Q9BQ70	
Q9BQ83	PS50164;
Q9BQ87	PS50896;PS00678;PS50082;PS50294;
Q9BQ89	
Q9BQ90	
Q9BQ95	
Q9BQA1	PS00678;PS50082;PS50294;
Q9BQA5	PS00028;PS50157;
Q9BQA9	
Q9BQB4	
Q9BQB6	
Q9BQC3	
Q9BQD3	
Q9BQD7	
Q9BQE3	PS00227;
Q9BQE4	
Q9BQE5	
Q9BQE9	
Q9BQF6	PS50600;
Q9BQG0	
Q9BQG1	PS50004;
Q9BQG2	PS50297;PS50088;PS51462;PS00893;
Q9BQI0	PS50222;
Q9BQI3	PS00107;PS50011;PS00108;
Q9BQI4	
Q9BQI5	PS51072;
Q9BQI6	PS50297;PS50088;
Q9BQJ4	
Q9BQK8	
Q9BQL6	PS00661;PS50003;
Q9BQP7	
Q9BQQ3	PS51865;
Q9BQS2	PS50004;
Q9BQS7	PS00079;PS00080;
Q9BQS8	PS50866;PS50826;PS50178;
Q9BQT8	PS50920;
Q9BQT9	PS50268;
Q9BQW3	PS01345;
Q9BQY4	PS00027;PS50071;
Q9BR01	
Q9BR39	
Q9BR76	PS00678;PS50082;PS50294;
Q9BRA0	PS52002;
Q9BRA2	
Q9BRB3	
Q9BRC7	PS50004;PS00018;PS50222;PS50003;PS50007;PS50008;
Q9BRD0	
Q9BRF8	
Q9BRG1	
Q9BRG2	PS50001;
Q9BRI3	
Q9BRJ7	
Q9BRJ9	PS50888;
Q9BRK0	
Q9BRK3	PS50835;
Q9BRK4	
Q9BRK5	PS00018;PS50222;
Q9BRL6	PS50102;
Q9BRL7	PS50859;
Q9BRP0	PS00028;PS50157;
Q9BRP8	
Q9BRQ0	PS01359;PS50016;
Q9BRQ3	PS51462;
Q9BRQ6	PS51808;
Q9BRQ8	
Q9BRR0	PS50804;PS00028;PS50157;
Q9BRR3	
Q9BRR6	PS51255;
Q9BRR9	PS50003;PS50238;PS50002;PS50020;
Q9BRS2	PS01245;
Q9BRS8	PS50961;PS51938;
Q9BRT2	
Q9BRT3	
Q9BRT8	
Q9BRT9	
Q9BRU9	
Q9BRV3	
Q9BRV8	
Q9BRX2	
Q9BRX5	
Q9BRX8	
Q9BRX9	PS00678;PS50082;PS50294;
Q9BRZ2	PS50119;PS00518;PS50089;
Q9BS16	
Q9BS26	PS00014;PS51352;
Q9BS34	PS50805;PS00028;PS50157;
Q9BS40	PS52033;
Q9BS86	
Q9BS91	
Q9BSA4	
Q9BSA9	
Q9BSB4	
Q9BSD3	
Q9BSD7	
Q9BSE2	
Q9BSE4	PS50053;
Q9BSE5	PS01053;PS51409;
Q9BSF0	
Q9BSG1	PS50805;PS00028;PS50157;
Q9BSH4	
Q9BSI4	
Q9BSJ2	
Q9BSJ6	
Q9BSJ8	PS50004;PS51847;
Q9BSK2	PS50920;
Q9BSK4	PS50297;PS50088;
Q9BSL1	PS50030;
Q9BSM1	PS00518;PS50089;
Q9BSQ5	PS01179;
Q9BSR8	
Q9BST9	PS50003;PS51860;
Q9BSU1	
Q9BSU3	PS51186;
Q9BSV6	
Q9BSW2	PS00018;PS50222;PS51419;
Q9BSW7	PS50004;
Q9BSY9	PS51858;
Q9BT04	
Q9BT09	
Q9BT17	PS51721;
Q9BT22	
Q9BT23	PS00478;PS50023;
Q9BT25	
Q9BT30	
Q9BT40	
Q9BT43	
Q9BT49	PS50950;
Q9BT56	
Q9BT67	
Q9BT78	PS50250;
Q9BT81	PS50118;PS51516;
Q9BT88	PS50004;
Q9BT92	
Q9BTA9	PS01159;PS50020;
Q9BTC0	PS51321;PS01359;PS50016;
Q9BTC8	PS51038;PS51156;PS51293;
Q9BTD3	
Q9BTD8	PS50102;
Q9BTE1	
Q9BTE3	
Q9BTE6	PS50860;
Q9BTE7	PS51229;
Q9BTK6	
Q9BTL3	
Q9BTL4	
Q9BTM9	
Q9BTN0	PS50853;PS50835;
Q9BTP6	PS50808;
Q9BTP7	
Q9BTT0	PS51450;
Q9BTT4	
Q9BTU6	PS50290;
Q9BTV4	
Q9BTV5	PS50188;PS51262;PS50853;
Q9BTW9	
Q9BTX1	
Q9BTX3	
Q9BTY2	PS00385;
Q9BTZ2	PS00061;
Q9BU02	PS51707;
Q9BU19	PS00028;PS50157;
Q9BU20	
Q9BU40	PS01208;PS50184;
Q9BU61	
Q9BU64	
Q9BU76	
Q9BU79	
Q9BU89	PS50077;
Q9BUA3	
Q9BUB4	PS50141;
Q9BUB5	PS00107;PS50011;PS00108;
Q9BUB7	
Q9BUD6	PS51020;PS50092;
Q9BUE0	
Q9BUE6	PS01152;
Q9BUF5	PS00227;PS00228;
Q9BUF7	
Q9BUH6	
Q9BUH8	
Q9BUI4	
Q9BUJ2	PS50188;PS50800;
Q9BUK6	
Q9BUL5	
Q9BUL8	
Q9BUL9	
Q9BUM1	
Q9BUN5	
Q9BUN8	
Q9BUP0	PS50222;
Q9BUP3	
Q9BUQ8	PS00039;PS51192;PS51194;PS51195;
Q9BUR4	PS50082;PS50294;
Q9BUR5	
Q9BUT1	PS00061;
Q9BUU2	
Q9BUV0	
Q9BUV8	
Q9BUW7	
Q9BUX1	
Q9BUY5	PS50805;PS00028;PS50157;
Q9BUZ4	PS50144;PS00518;PS50089;PS50145;
Q9BV10	
Q9BV20	
Q9BV23	
Q9BV29	
Q9BV35	PS00018;PS50222;PS50920;
Q9BV36	PS50916;
Q9BV38	PS00678;PS50082;PS50294;
Q9BV40	PS00417;PS50892;
Q9BV44	PS51165;PS01261;
Q9BV47	PS00383;PS50056;PS50054;
Q9BV57	
Q9BV68	PS50089;
Q9BV73	
Q9BV79	
Q9BV81	
Q9BV86	
Q9BV90	PS50053;
Q9BV94	
Q9BVA0	PS00678;PS50082;PS50294;
Q9BVA1	PS00227;PS00228;
Q9BVA6	PS51459;PS50005;PS50293;
Q9BVC3	
Q9BVC4	PS00678;PS50082;PS50294;
Q9BVC6	
Q9BVG3	PS50188;PS50119;PS00518;PS50089;
Q9BVG8	PS00411;PS50067;
Q9BVG9	
Q9BVH7	
Q9BVI0	PS01359;PS00028;PS50157;
Q9BVI4	
Q9BVJ6	
Q9BVJ7	PS00383;PS50056;PS50054;
Q9BVK2	
Q9BVK6	PS50866;
Q9BVK8	
Q9BVL2	
Q9BVL4	
Q9BVM4	
Q9BVN2	PS50826;PS50002;
Q9BVP2	PS51721;
Q9BVQ7	PS00674;
Q9BVS4	PS01245;
Q9BVS5	PS51620;
Q9BVT8	PS50053;
Q9BVV2	PS50853;
Q9BVV6	
Q9BVV7	
Q9BVW5	
Q9BVX2	
Q9BW04	
Q9BW11	PS50888;
Q9BW19	PS00411;PS50067;
Q9BW27	
Q9BW60	PS01188;
Q9BW61	
Q9BW62	PS00674;
Q9BW66	
Q9BW71	
Q9BW83	PS51419;
Q9BW85	
Q9BW91	PS51462;
Q9BW92	PS50862;PS51880;
Q9BWC9	
Q9BWD1	PS00737;PS00099;
Q9BWE0	PS00028;PS50157;
Q9BWF2	PS50089;
Q9BWF3	PS50102;PS50158;
Q9BWG6	
Q9BWH2	
Q9BWH6	
Q9BWJ5	
Q9BWK5	
Q9BWL3	
Q9BWM7	
Q9BWN1	
Q9BWP8	PS00615;PS50041;
Q9BWQ6	
Q9BWQ8	
Q9BWS9	PS51910;
Q9BWT1	
Q9BWT3	
Q9BWT7	PS50209;
Q9BWU1	PS00107;PS50011;PS00108;
Q9BWV1	PS50853;PS50835;
Q9BWV3	PS00903;PS51747;
Q9BWV7	PS51221;
Q9BWW4	PS50896;
Q9BWW7	PS00028;PS50157;
Q9BWX1	PS51805;PS50089;
Q9BWX5	PS00344;PS50114;
Q9BX10	PS51722;
Q9BX26	
Q9BX40	PS51512;PS51513;PS52002;PS51536;
Q9BX46	PS50102;
Q9BX59	PS50835;PS00290;
Q9BX63	PS51193;
Q9BX66	PS50002;PS50831;
Q9BX67	PS50835;
Q9BX68	PS00892;PS51084;
Q9BX70	PS50097;
Q9BX74	
Q9BX79	
Q9BX84	PS51158;
Q9BX95	
Q9BX97	
Q9BXA5	PS00237;PS50262;
Q9BXA6	PS00107;PS50011;PS00108;
Q9BXA7	PS00107;PS50011;PS00108;
Q9BXB1	PS50262;PS51450;
Q9BXB4	PS01013;PS50003;
Q9BXB5	PS01013;PS50003;
Q9BXB7	
Q9BXC0	PS00237;PS50262;
Q9BXC9	
Q9BXD5	
Q9BXF3	PS00633;PS50014;
Q9BXF6	PS50004;PS51511;
Q9BXF9	
Q9BXH1	
Q9BXI2	PS50920;
Q9BXI3	
Q9BXI6	PS50086;
Q9BXI9	PS50871;
Q9BXJ0	PS50871;
Q9BXJ1	PS50871;
Q9BXJ3	PS50871;
Q9BXJ4	PS50871;
Q9BXJ5	PS50871;
Q9BXJ7	
Q9BXJ8	
Q9BXJ9	PS50005;PS50293;
Q9BXK5	PS50062;
Q9BXL6	PS50209;PS50052;PS50106;
Q9BXL7	PS50209;
Q9BXL8	PS51053;
Q9BXM0	PS50106;
Q9BXM7	PS50011;PS00108;
Q9BXN1	PS51450;
Q9BXN2	PS50041;
Q9BXP2	
Q9BXP5	
Q9BXP8	PS50923;PS00142;
Q9BXR0	
Q9BXR3	PS50994;PS51027;PS50879;PS50878;PS50876;
Q9BXR5	PS51450;PS50104;
Q9BXR6	PS50923;
Q9BXS0	
Q9BXS1	PS51462;
Q9BXS4	
Q9BXS5	PS00990;PS00991;PS51072;
Q9BXS6	
Q9BXS9	PS01130;PS50801;
Q9BXT4	PS50304;PS01360;PS50865;
Q9BXT5	
Q9BXT6	
Q9BXT8	PS50304;PS00518;PS50089;
Q9BXU0	
Q9BXU1	PS50011;PS50304;
Q9BXU7	PS00972;PS00973;PS50235;
Q9BXU9	PS00018;PS50222;
Q9BXV9	
Q9BXW4	
Q9BXW6	PS50297;PS50088;PS01013;PS50003;
Q9BXW9	
Q9BXX0	PS50871;PS51041;
Q9BXY4	PS50092;
Q9BXY8	
Q9BY07	
Q9BY08	PS51751;
Q9BY10	
Q9BY11	PS51741;PS50002;
Q9BY12	PS00028;
Q9BY14	
Q9BY15	PS00010;PS50026;PS01187;PS00650;PS50261;PS50221;
Q9BY27	
Q9BY32	
Q9BY41	
Q9BY42	
Q9BY43	
Q9BY44	
Q9BY49	
Q9BY50	PS00501;PS00761;
Q9BY64	PS00375;
Q9BY66	PS51011;PS51184;PS51183;PS01359;PS50016;
Q9BY67	PS50835;
Q9BY76	PS00514;PS51406;
Q9BY77	PS50102;
Q9BY78	PS50089;
Q9BY79	PS01180;PS50038;PS01209;PS50068;
Q9BY84	PS50206;PS00383;PS50056;PS50054;
Q9BYB0	PS50297;PS50088;PS50106;PS50105;PS50002;
Q9BYC5	PS51659;PS50002;
Q9BYD5	
Q9BYE0	PS50888;PS51054;
Q9BYE2	PS50287;PS50240;PS00134;PS00135;
Q9BYE3	
Q9BYE7	PS00518;PS50089;
Q9BYE9	PS00232;PS50268;
Q9BYF1	PS52010;PS52011;PS00142;
Q9BYG0	
Q9BYG3	PS50102;
Q9BYG4	PS51745;PS50106;
Q9BYG5	PS51745;PS50106;
Q9BYG8	
Q9BYH1	PS01180;PS50923;
Q9BYH8	PS50297;PS50088;PS52003;
Q9BYI3	
Q9BYJ1	PS00711;PS00081;PS51393;PS50095;
Q9BYJ4	PS50188;PS50119;PS00518;PS50089;
Q9BYJ9	PS50882;
Q9BYK8	PS00028;
Q9BYM8	PS51873;PS50053;PS01358;PS50199;PS00518;PS50089;
Q9BYN0	
Q9BYN7	PS00028;PS50157;
Q9BYP7	PS50011;PS00108;
Q9BYP8	
Q9BYP9	
Q9BYQ0	
Q9BYQ2	
Q9BYQ3	
Q9BYQ4	
Q9BYQ5	
Q9BYQ6	
Q9BYQ7	
Q9BYR0	
Q9BYR2	
Q9BYR3	
Q9BYR4	
Q9BYR5	
Q9BYR6	
Q9BYR7	
Q9BYR8	
Q9BYR9	
Q9BYS1	
Q9BYT1	PS50850;PS00217;
Q9BYT3	PS00107;PS50011;PS00108;
Q9BYT8	PS00142;
Q9BYT9	
Q9BYU1	PS50071;PS51978;
Q9BYV1	PS00600;
Q9BYV2	PS51262;PS50119;PS00518;PS50089;
Q9BYV6	PS51262;PS50119;PS00518;PS50089;
Q9BYV7	
Q9BYV8	PS50206;
Q9BYV9	PS50097;PS50217;PS00036;
Q9BYW1	PS50850;PS00217;
Q9BYW2	PS51215;PS50868;PS50280;PS01159;PS50020;
Q9BYW3	
Q9BYX2	PS50003;PS50086;
Q9BYX4	PS51192;PS51194;PS51789;
Q9BYX7	PS00432;PS01132;
Q9BYZ2	PS00064;
Q9BYZ6	PS50097;PS51420;
Q9BYZ8	PS00615;PS50041;
Q9BZ11	PS50215;PS00427;PS50214;PS01186;PS50026;PS00142;
Q9BZ23	
Q9BZ29	PS51650;PS51651;PS50003;
Q9BZ67	PS50057;
Q9BZ71	PS51043;
Q9BZ72	PS51043;
Q9BZ95	PS51215;PS50868;PS50812;PS50280;PS01359;PS50016;
Q9BZA7	PS00232;PS50268;
Q9BZA8	PS00232;PS50268;
Q9BZB8	PS50102;
Q9BZC1	PS50102;
Q9BZC7	PS00211;PS50893;
Q9BZD2	
Q9BZD4	
Q9BZD6	PS00011;PS50998;
Q9BZE0	PS00028;PS50157;
Q9BZE2	
Q9BZE4	PS51710;
Q9BZE9	PS50033;
Q9BZF1	PS01013;PS50003;
Q9BZF2	PS01013;PS50003;
Q9BZF3	PS01013;PS50003;
Q9BZF9	PS50297;PS50088;PS50192;
Q9BZG1	PS51419;
Q9BZG2	PS00616;PS00778;
Q9BZG8	
Q9BZH6	PS00678;
Q9BZI7	
Q9BZJ0	
Q9BZJ3	PS50240;PS00134;PS00135;
Q9BZJ7	PS50262;
Q9BZJ8	PS00237;PS50262;
Q9BZK7	PS50896;PS00678;PS50082;PS50294;
Q9BZL1	
Q9BZL3	
Q9BZL4	PS50297;PS50088;
Q9BZL6	PS50003;PS00107;PS50011;PS00108;PS00479;PS50081;
Q9BZM1	PS00118;
Q9BZM2	PS00118;
Q9BZM3	PS00027;PS50071;
Q9BZM4	
Q9BZM5	
Q9BZM6	
Q9BZP6	PS50940;PS01095;PS51910;
Q9BZQ2	
Q9BZQ4	
Q9BZQ6	PS00014;
Q9BZQ8	
Q9BZR6	PS51450;
Q9BZR8	PS50062;
Q9BZR9	PS00518;PS50089;
Q9BZS1	PS00658;PS50039;PS00028;
Q9BZV1	PS50033;
Q9BZV2	
Q9BZV3	PS01186;PS50026;PS50024;
Q9BZW2	PS01271;
Q9BZW4	PS51751;
Q9BZW7	
Q9BZW8	PS50835;
Q9BZX2	
Q9BZX4	
Q9BZY9	PS50119;PS00518;PS50089;
Q9BZZ2	PS50835;
Q9BZZ5	
Q9C000	PS50209;PS50824;PS51830;PS51450;PS50837;
Q9C004	PS51227;
Q9C005	
Q9C019	PS50188;PS50119;PS00518;PS50089;
Q9C026	PS50188;PS51262;PS50853;PS50119;PS00518;PS50089;
Q9C029	PS50188;PS50119;PS00518;PS50089;
Q9C030	PS50188;PS50119;PS00518;PS50089;
Q9C035	PS50188;PS50119;PS00518;PS50089;
Q9C037	PS50188;PS50119;PS00518;PS50089;
Q9C040	PS50194;PS51125;PS50119;PS00518;PS50089;
Q9C056	PS00027;PS50071;
Q9C086	
Q9C091	
Q9C093	PS50021;
Q9C098	PS00107;PS50011;PS00108;
